0,0.15,0.15,0.15,0.15
1,0.8,0.9,0.9,0.5
2,0.15,0.8,0.85,0.5
3,0.15,0.5,0.8,0.5
4,0.15,0.15,0.5,0.5
5,0.15,0.15,0.15,0.15
